State ,Districts,District Population,State Population,Dist Area,State Area,Density,Sex ratio,Literacy rate State,Crime rate 2018,Crime rate 2019,Crime rate 2020,Crime rate 2021,Overall Crime rate,Total Crime ,MURDER,ATTEMPT TO MURDER,RAPE,OTHER RAPE,Kidnapping,DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,CRUELTY BY HUSBAND OR HIS RELATIVES, IPC CRIMES
MADHYA PRADESH,ANUPPUR,749521,86579000,3747,308252,200,931,147,497,479,511,561,2048,1704712,82,87,29,29,106,12,63,209,313,151,162,362,7,89,1,54,702,10,151,1725
MADHYA PRADESH,ASHOKNAGAR,844979,86579000,4674,308252,181,931,147,497,479,511,561,2048,1704712,77,80,21,21,52,11,72,236,322,149,173,244,10,116,4,1,1351,5,155,2730
MADHYA PRADESH,BALAGHAT,1701156,86579000,9229,308252,184,931,147,497,479,511,561,2048,1704712,19,24,12,12,37,1,10,95,113,52,61,251,7,59,1,1,296,3,68,1072
MADHYA PRADESH,BARWANI,1385659,86579000,5432,308252,256,931,147,497,479,511,561,2048,1704712,16,22,10,10,15,1,14,57,85,37,48,87,1,23,1,1,259,2,19,339
MADHYA PRADESH,BETUL,1575247,86579000,10043,308252,157,931,147,497,479,511,561,2048,1704712,29,36,12,12,10,3,3,69,97,22,75,33,2,50,1,3,521,2,43,609
MADHYA PRADESH,BHIND,1703562,86579000,4459,308252,382,931,147,497,479,511,561,2048,1704712,46,58,18,18,40,4,20,92,186,87,99,239,6,44,1,1,361,1,34,1034
MADHYA PRADESH,BHOPAL,2368145,86579000,2772,308252,854,931,147,497,479,511,561,2048,1704712,24,11,7,7,55,2,14,76,100,51,49,134,13,60,1,1,228,1,87,1099
MADHYA PRADESH,BURHANPUR,756993,86579000,3427,308252,221,931,147,497,479,511,561,2048,1704712,86,95,35,35,92,11,82,265,518,225,293,342,18,79,1,80,1321,9,204,2565
MADHYA PRADESH,CHHATARPUR,1762857,86579000,8687,308252,203,931,147,497,479,511,561,2048,1704712,28,18,12,12,32,1,69,136,233,128,105,112,1,89,6,16,199,1,48,1634
MADHYA PRADESH,CHHINDWARA,2090306,86579000,11815,308252,177,931,147,497,479,511,561,2048,1704712,31,35,12,12,26,3,205,146,661,397,264,88,5,101,1,1,232,6,32,1216
MADHYA PRADESH,DAMOH,1263703,86579000,7306,308252,173,931,147,497,479,511,561,2048,1704712,78,37,28,28,134,4,30,211,331,116,215,305,3,63,1,1,960,1,158,1897
MADHYA PRADESH,DATIA,786375,86579000,2694,308252,292,931,147,497,479,511,561,2048,1704712,42,31,19,19,68,2,10,72,134,71,63,243,10,148,1,1,469,1,190,1492
MADHYA PRADESH,DEWAS,1563107,86579000,7020,308252,223,931,147,497,479,511,561,2048,1704712,19,1,2,2,8,1,47,2,482,17,465,6,1,1,5,1,10,2,1,43
MADHYA PRADESH,DHAR,2184672,86579000,8153,308252,268,931,147,497,479,511,561,2048,1704712,77,64,16,16,120,16,127,298,512,256,256,264,3,76,1,73,644,17,73,2233
MADHYA PRADESH,DINDORI,704218,86579000,7427,308252,94,931,147,497,479,511,561,2048,1704712,50,78,14,14,64,6,57,195,331,188,143,276,13,103,2,9,978,6,222,2487
MADHYA PRADESH,GUNA,1240938,86579000,6485,308252,194,931,147,497,479,511,561,2048,1704712,91,80,33,33,76,8,94,306,470,190,280,375,11,153,1,1,950,18,132,2621
MADHYA PRADESH,GWALIOR,2030543,86579000,5465,308252,445,931,147,497,479,511,561,2048,1704712,14,18,5,5,24,5,36,139,115,48,67,119,4,37,1,8,285,1,38,1557
MADHYA PRADESH,HARDA,570302,86579000,3339,308252,171,931,147,497,479,511,561,2048,1704712,33,23,7,7,22,1,21,100,77,21,56,112,5,46,2,18,361,1,78,1823
MADHYA PRADESH,HOSHANGABAD,1240975,86579000,6698,308252,185,931,147,497,479,511,561,2048,1704712,26,37,9,9,44,1,5,51,66,35,31,179,1,28,1,27,289,1,63,449
MADHYA PRADESH,INDORE,3272335,86579000,3898,308252,839,931,147,497,479,511,561,2048,1704712,20,18,44,44,36,2,16,136,231,80,151,553,17,188,1,20,1380,1,294,5345
MADHYA PRADESH,JABALPUR,2460714,86579000,5210,308252,472,931,147,497,479,511,561,2048,1704712,9,10,28,28,12,5,25,90,308,81,227,393,8,630,2,3,445,1,127,15071
MADHYA PRADESH,JHABUA,1024091,86579000,6782,308252,285,931,147,497,479,511,561,2048,1704712,21,39,59,59,20,5,36,144,270,71,199,470,16,225,9,10,981,1,216,7974
MADHYA PRADESH,KATNI,1291684,86579000,4947,308252,261,931,147,497,479,511,561,2048,1704712,22,29,53,53,21,5,13,110,149,33,116,295,37,158,1,11,1230,2,219,2589
MADHYA PRADESH,KHANDWA,1309443,86579000,7349,308252,178,931,147,497,479,511,561,2048,1704712,32,27,66,66,46,7,71,230,207,67,140,1277,10,221,4,111,1442,1,391,4068
MADHYA PRADESH,KHARGONE,1872413,86579000,8010,308252,233,931,147,497,479,511,561,2048,1704712,14,23,89,89,34,6,36,129,123,71,52,590,4,175,7,51,963,3,205,2562
MADHYA PRADESH,MAIHAR,,86579000,,308252,,931,147,497,479,511,561,2048,1704712,21,41,46,46,42,3,62,132,212,98,114,293,6,90,1,14,1002,4,336,4545
MADHYA PRADESH,MANDLA,1053522,86579000,5805,308252,182,931,147,497,479,511,561,2048,1704712,30,28,49,49,29,2,30,103,159,32,127,469,9,109,11,28,1409,1,326,2898
MADHYA PRADESH,MANDSAUR,1339832,86579000,5530,308252,242,931,147,497,479,511,561,2048,1704712,20,29,55,55,38,2,26,188,265,69,196,483,35,299,10,17,2090,1,255,8224
MADHYA PRADESH,MAUGANJ,,86579000,,308252,,931,147,497,479,511,561,2048,1704712,7,7,36,36,10,2,65,92,142,67,75,353,19,164,1,12,631,1,144,2271
MADHYA PRADESH,MORENA,1965137,86579000,4991,308252,394,931,147,497,479,511,561,2048,1704712,9,24,42,42,32,3,31,129,181,90,91,1102,8,157,1,101,987,1,313,2358
MADHYA PRADESH,NARSINGHPUR,1092141,86579000,5133,308252,213,931,147,497,479,511,561,2048,1704712,16,26,97,97,20,4,33,244,253,85,168,792,12,441,2,42,969,2,668,10526
MADHYA PRADESH,NEEMUCH,825958,86579000,4267,308252,194,931,147,497,479,511,561,2048,1704712,32,42,68,68,26,6,30,159,208,60,148,706,49,262,1,32,1534,5,401,4873
MADHYA PRADESH,NIWARI,404807,86579000,1170,308252,345,931,147,497,479,511,561,2048,1704712,28,24,32,32,34,1,18,110,161,38,123,411,7,117,1,16,1090,2,162,2974
MADHYA PRADESH,PANNA,1016028,86579000,7135,308252,142,931,147,497,479,511,561,2048,1704712,1,1,1,1,8,1,3,3,193,1,192,5,1,1,1,1,47,1,1,32
MADHYA PRADESH,PANDHURNA,,86579000,,308252,,931,147,497,479,511,561,2048,1704712,9,14,35,35,26,1,28,55,164,51,113,443,13,366,1,7,359,1,146,4417
MADHYA PRADESH,RAISEN,1331699,86579000,8466,308252,157,931,147,497,479,511,561,2048,1704712,18,49,46,46,24,6,40,136,202,56,146,588,19,341,7,38,784,2,361,10479
MADHYA PRADESH,RAJGARH,1546541,86579000,6143,308252,251,931,147,497,479,511,561,2048,1704712,14,12,41,41,46,4,101,154,285,101,184,629,11,304,1,10,1116,1,159,4036
MADHYA PRADESH,RATLAM,1454483,86579000,4861,308252,299,931,147,497,479,511,561,2048,1704712,42,49,97,97,36,8,48,287,313,97,216,826,15,294,15,37,1960,8,398,5021
MADHYA PRADESH,REWA,2363744,86579000,6314,308252,374,931,147,497,479,511,561,2048,1704712,10,5,36,36,24,1,13,79,52,14,38,260,6,139,1,8,751,1,95,1319
MADHYA PRADESH,SAGAR,2378295,86579000,10252,308252,272,931,147,497,479,511,561,2048,1704712,60,33,22,22,26,1,16,58,82,50,32,9,2,2,1,13,259,1,2,660
MADHYA PRADESH,SATNA,2228619,86579000,7502,308252,297,931,147,497,479,511,561,2048,1704712,35,15,62,62,17,1,15,128,108,35,73,17,23,28,1,11,126,12,53,991
MADHYA PRADESH,SEHORE,1311008,86579000,6578,308252,199,931,147,497,479,511,561,2048,1704712,34,15,50,50,12,2,11,72,103,44,59,24,3,13,1,2,557,10,21,1401
MADHYA PRADESH,SEONI,1378876,86579000,8758,308252,157,931,147,497,479,511,561,2048,1704712,43,22,78,78,18,1,13,128,131,60,71,48,10,22,1,14,248,6,63,1717
MADHYA PRADESH,SHAHDOL,1064989,86579000,6205,308252,172,931,147,497,479,511,561,2048,1704712,46,15,50,50,17,1,13,72,160,71,89,18,3,13,1,8,204,2,13,1162
MADHYA PRADESH,SHAJAPUR,1512353,86579000,6196,308252,244,931,147,497,479,511,561,2048,1704712,75,26,118,118,24,1,7,104,226,98,128,13,1,26,1,9,245,11,57,1831
MADHYA PRADESH,SHEOPUR,687952,86579000,6585,308252,104,931,147,497,479,511,561,2048,1704712,64,80,49,49,54,6,87,138,292,202,90,77,5,35,1,10,1318,40,50,1356
MADHYA PRADESH,SHIVPURI,1725818,86579000,10290,308252,168,931,147,497,479,511,561,2048,1704712,78,96,143,143,126,2,200,1004,2605,1692,913,118,25,203,6,15,1361,19,254,7560
MADHYA PRADESH,SIDHI,1126515,86579000,10520,308252,232,931,147,497,479,511,561,2048,1704712,4,8,4,4,3,1,25,5,1117,28,1089,1,2,2,1,1,1,1,3,236
MADHYA PRADESH,SINGRAULI,1178132,86579000,5672,308252,208,931,147,497,479,511,561,2048,1704712,11,12,23,23,12,1,7,45,90,24,66,8,6,24,1,1,493,2,47,555
MADHYA PRADESH,TIKAMGARH,1444920,86579000,5055,308252,286,931,147,497,479,511,561,2048,1704712,50,60,62,62,79,2,40,251,240,206,34,61,5,34,1,19,403,26,68,2811
MADHYA PRADESH,UJJAIN,1986864,86579000,6091,308252,356,931,147,497,479,511,561,2048,1704712,61,33,122,122,42,1,31,180,234,116,118,66,3,73,1,28,1920,18,108,1951
MADHYA PRADESH,UMARIA,643579,86579000,4062,308252,158,931,147,497,479,511,561,2048,1704712,51,47,50,50,64,1,18,88,149,55,94,15,3,26,1,20,1314,20,108,1049
MADHYA PRADESH,VIDISHA,1458212,86579000,7362,308252,198,931,147,497,479,511,561,2048,1704712,51,34,23,23,56,1,40,84,131,55,76,35,2,8,1,11,337,8,25,1458
MAHARASHTRA,AHMEDNAGAR,4543083,126385000,17048,307713,266,929,169,425,416,436,434,1710,2104920,62,55,70,70,62,3,26,162,508,256,252,34,15,35,1,17,370,19,130,3450
MAHARASHTRA,AKOLA,1818617,126385000,5429,307713,321,929,169,425,416,436,434,1710,2104920,61,53,81,81,98,4,14,157,499,256,243,24,27,37,1,26,550,39,69,3314
MAHARASHTRA,AMRAVATI,2887826,126385000,12235,307713,237,929,169,425,416,436,434,1710,2104920,32,8,40,40,13,1,2,26,38,6,32,10,4,17,1,5,114,5,39,791
MAHARASHTRA,AURANGABAD,3695928,126385000,10107,307713,365,929,169,425,416,436,434,1710,2104920,44,45,60,60,56,4,26,124,317,160,157,36,6,23,1,26,645,8,34,1850
MAHARASHTRA,BEED,2585962,126385000,10693,307713,242,929,169,425,416,436,434,1710,2104920,96,172,85,85,166,8,199,821,2116,1605,511,112,38,152,1,17,776,35,202,4931
MAHARASHTRA,BHANDARA,1198810,126385000,3890,307713,293,929,169,425,416,436,434,1710,2104920,14,20,26,26,24,1,13,55,124,73,51,9,3,10,1,8,287,7,16,598
MAHARASHTRA,BULDHANA,2588039,126385000,9661,307713,268,929,169,425,416,436,434,1710,2104920,44,32,69,69,68,1,17,127,227,112,115,17,22,45,1,13,423,12,57,1847
MAHARASHTRA,CHANDRAPUR,2194262,126385000,11443,307713,192,929,169,425,416,436,434,1710,2104920,123,172,173,173,108,4,275,1190,4370,2904,1466,82,39,205,6,64,1064,24,448,11819
MAHARASHTRA,OSMANABAD,1660311,126385000,7569,307713,219,929,169,425,416,436,434,1710,2104920,3,2,3,3,7,2,8,3,327,1,327,1,1,1,1,1,2,1,1,69
MAHARASHTRA,DHULE,2048781,126385000,8095,307713,285,929,169,425,416,436,434,1710,2104920,98,129,127,127,102,1,99,478,843,491,352,60,17,137,1,23,3317,33,219,4404
MAHARASHTRA,GADCHIROLI,1071795,126385000,14412,307713,74,929,169,425,416,436,434,1710,2104920,6,1,3,3,3,1,34,5,639,12,627,1,1,1,1,1,6,1,1,261
MAHARASHTRA,GONDIA,1322331,126385000,5431,307713,253,929,169,425,416,436,434,1710,2104920,20,24,62,62,50,5,27,92,183,113,70,34,1,10,1,17,272,1,24,1458
MAHARASHTRA,HINGOLI,1178973,126385000,4526,307713,244,929,169,425,416,436,434,1710,2104920,36,22,58,58,36,1,24,156,179,101,78,26,3,50,1,4,997,12,46,1467
MAHARASHTRA,JALGAON,4224442,126385000,11765,307713,359,929,169,425,416,436,434,1710,2104920,27,20,66,66,16,1,10,181,195,75,120,20,6,15,3,15,78,6,34,1914
MAHARASHTRA,JALNA,1958483,126385000,7718,307713,255,929,169,425,416,436,434,1710,2104920,51,38,67,67,41,1,14,157,370,154,216,42,5,17,1,13,101,30,45,2707
MAHARASHTRA,KOLHAPUR,3874015,126385000,7685,307713,504,929,169,425,416,436,434,1710,2104920,25,16,75,75,17,1,6,81,64,28,36,7,4,14,1,2,273,3,40,1467
MAHARASHTRA,LATUR,2455543,126385000,7157,307713,343,929,169,425,416,436,434,1710,2104920,37,49,49,49,68,2,20,147,300,132,168,25,69,42,1,13,104,6,78,2237
MAHARASHTRA,MUMBAI CITY,3145966,126385000,157,307713,20036,929,169,425,416,436,434,1710,2104920,53,110,32,32,70,15,54,191,382,242,140,122,1,48,1,7,1886,29,94,2058
MAHARASHTRA,MUMBAI SUBURBAN,9332481,126385000,446,307713,21000,929,169,425,416,436,434,1710,2104920,46,47,71,71,32,1,16,157,159,77,82,20,7,38,1,16,1451,16,79,903
MAHARASHTRA,NANDED,3356566,126385000,10528,307713,319,929,169,425,416,436,434,1710,2104920,18,17,25,25,24,1,22,112,188,98,90,35,64,23,1,15,232,4,42,1229
MAHARASHTRA,NANDURBAR,1646177,126385000,5055,307713,276,929,169,425,416,436,434,1710,2104920,30,19,34,34,16,1,11,82,53,20,33,1,3,11,1,7,160,18,31,1600
MAHARASHTRA,NAGPUR,4653171,126385000,9892,307713,470,929,169,425,416,436,434,1710,2104920,54,42,92,92,42,1,20,115,214,200,14,24,1,22,1,5,1921,22,72,1250
MAHARASHTRA,NASHIK,6109052,126385000,15539,307713,393,929,169,425,416,436,434,1710,2104920,36,40,90,90,104,2,26,168,342,187,155,61,7,28,1,58,327,6,50,3067
MAHARASHTRA,PALGHAR,2990116,126385000,5344,307713,560,929,169,425,416,436,434,1710,2104920,37,55,72,72,56,1,26,110,330,157,173,27,29,53,1,17,858,13,85,1404
MAHARASHTRA,PARBHANI,1835982,126385000,6511,307713,295,929,169,425,416,436,434,1710,2104920,54,44,92,92,88,8,44,496,506,242,264,35,7,63,1,30,730,39,101,2838
MAHARASHTRA,PUNE,9426959,126385000,15643,307713,603,929,169,425,416,436,434,1710,2104920,83,89,125,125,126,1,64,393,454,200,254,81,10,42,1,34,2607,34,145,4370
MAHARASHTRA,RAIGAD,2635394,126385000,7152,307713,368,929,169,425,416,436,434,1710,2104920,72,38,89,89,58,5,40,289,495,275,220,31,12,32,1,19,942,17,121,2690
MAHARASHTRA,RATNAGIRI,1612672,126385000,8208,307713,196,929,169,425,416,436,434,1710,2104920,38,12,65,65,20,1,7,92,104,37,67,19,7,37,1,10,160,11,24,1896
MAHARASHTRA,SANGLI,2820575,126385000,8572,307713,329,929,169,425,416,436,434,1710,2104920,44,13,81,81,55,2,33,158,176,42,134,31,11,28,1,9,176,13,141,2185
MAHARASHTRA,SATARA,3003922,126385000,10475,307713,287,929,169,425,416,436,434,1710,2104920,39,44,67,67,36,4,18,133,323,155,168,42,14,29,1,22,1408,7,42,869
MAHARASHTRA,SINDHUDURG,848868,126385000,5207,307713,163,929,169,425,416,436,434,1710,2104920,8,15,17,17,9,1,18,51,97,36,61,28,2,10,3,1,170,5,29,807
MAHARASHTRA,SOLAPUR,4315527,126385000,14895,307713,290,929,169,425,416,436,434,1710,2104920,61,54,104,104,58,7,39,135,243,100,143,83,5,38,1,31,987,9,67,2660
MAHARASHTRA,THANE,8070032,126385000,4214,307713,1915,929,169,425,416,436,434,1710,2104920,31,9,48,48,80,1,7,138,148,40,108,9,3,27,1,10,312,18,59,1518
MAHARASHTRA,WARDHA,1296157,126385000,6309,307713,205,929,169,425,416,436,434,1710,2104920,23,36,69,69,29,1,21,162,338,180,158,27,4,29,1,25,338,10,47,2456
MAHARASHTRA,WASHIM,1196714,126385000,5155,307713,244,929,169,425,416,436,434,1710,2104920,36,9,32,32,72,2,9,73,110,33,77,28,4,7,1,7,328,13,63,1391
MAHARASHTRA,YAVATMAL,2775457,126385000,13582,307713,204,929,169,425,416,436,434,1710,2104920,43,27,61,61,26,1,24,91,105,34,71,48,2,13,1,5,1251,16,27,1332
MANIPUR,BISHNUPUR,240363,3223000,496,22327,415,992,160,123,118,95,101,437,13632,55,193,73,73,72,4,73,296,1079,560,519,83,22,64,1,35,281,11,202,5387
MANIPUR,CHANDEL,144028,3223000,3317,22327,37,992,160,123,118,95,101,437,13632,12,3,22,22,8,1,7,55,68,19,49,10,1,14,1,6,95,1,17,873
MANIPUR,CHURACHANDPUR,271274,3223000,4574,22327,50,992,160,123,118,95,101,437,13632,58,62,94,94,50,2,24,203,301,131,170,56,10,46,1,22,764,19,97,2480
MANIPUR,IMPHAL EAST,452661,3223000,710,22327,555,992,160,123,118,95,101,437,13632,111,91,61,61,118,48,262,481,1374,463,911,572,56,361,2,46,802,23,576,1410
MANIPUR,IMPHAL WEST,514683,3223000,519,22327,847,992,160,123,118,95,101,437,13632,42,34,19,19,44,3,49,191,677,129,548,107,23,103,21,33,720,4,87,998
MANIPUR,JIRIBAM,43818,3223000,232,22327,190,992,160,123,118,95,101,437,13632,24,38,20,20,40,5,54,232,778,195,583,77,35,59,8,13,387,1,74,749
MANIPUR,KAKCHING,135481,3223000,190,22327,710,992,160,123,118,95,101,437,13632,63,56,64,64,35,9,39,212,841,111,730,97,9,41,2,70,856,3,139,1501
MANIPUR,KAMJONG,45616,3223000,2000,22327,23,992,160,123,118,95,101,437,13632,46,55,23,23,50,25,178,292,822,419,403,168,19,245,2,24,460,4,120,846
MANIPUR,KANGPOKPI,193744,3223000,1698,22327,110,992,160,123,118,95,101,437,13632,74,49,25,25,32,16,45,206,540,139,401,306,10,75,1,34,833,18,298,621
MANIPUR,NONEY,,3223000,,22327,,992,160,123,118,95,101,437,13632,84,71,42,42,100,32,70,309,521,162,359,339,35,157,1,44,886,8,378,655
MANIPUR,PHERZAWL,47250,3223000,2285,22327,21,992,160,123,118,95,101,437,13632,20,11,26,26,22,3,31,141,430,57,373,34,11,46,1,23,378,3,59,562
MANIPUR,SENAPATI,354772,3223000,3269,22327,116,992,160,123,118,95,101,437,13632,49,38,29,29,62,5,23,149,521,137,384,220,10,109,6,46,687,27,193,962
MANIPUR,TAMENGLONG,140143,3223000,4391,22327,25,992,160,123,118,95,101,437,13632,44,33,44,44,68,4,46,257,723,180,543,95,28,84,1,33,584,4,125,1195
MANIPUR,TENGNOUPAL,59110,3223000,1213,22327,49,992,160,123,118,95,101,437,13632,50,39,30,30,36,51,54,158,320,107,213,173,48,94,1,6,298,4,207,633
MANIPUR,THOUBAL,420517,3223000,514,22327,713,992,160,123,118,95,101,437,13632,57,69,18,18,18,4,3,70,146,19,127,21,1,12,1,29,174,1,12,216
MANIPUR,UKHRUL,183115,3223000,4547,22327,31,992,160,123,118,95,101,437,13632,41,28,38,38,21,6,19,143,269,76,193,40,7,47,2,26,342,1,42,498
MEGHALAYA,EAST GARO HILLS,317618,3349000,2603,22429,121,989,151,109,121,115,104,448,13632,25,16,13,13,20,1,7,48,115,23,92,99,6,30,1,14,320,6,88,438
MEGHALAYA,EAST KHASI HILLS,824059,3349000,2752,22429,292,989,151,109,121,115,104,448,14551,102,77,45,45,86,38,81,254,882,247,635,241,94,244,5,24,699,1,409,1089
MEGHALAYA,EAST JAINTIA HILLS,122436,3349000,2115,22429,58,989,151,109,121,115,104,448,14551,45,69,25,25,50,19,71,220,396,155,241,221,23,100,1,26,565,36,303,615
MEGHALAYA,EASTERN WEST KHASI HILLS,131451,3349000,1356,22429,97,989,151,109,121,115,104,448,14551,63,39,48,48,90,11,62,357,824,320,504,427,104,330,2,23,536,17,148,1021
MEGHALAYA,NORTH GARO HILLS,118325,3349000,1113,22429,106,989,151,109,121,115,104,448,14551,67,63,21,21,65,21,39,204,403,192,211,240,10,192,7,34,578,4,212,817
MEGHALAYA,RI BHOI,258380,3349000,2378,22429,109,989,151,109,121,115,104,448,14551,215,170,232,232,424,29,1131,2500,10851,4075,6776,374,564,1827,48,86,3939,11,388,6423
MEGHALAYA,SOUTH GARO HILLS,142574,3349000,1850,22429,77,989,151,109,121,115,104,448,14551,8,3,1,1,14,1,423,4,1635,1,1634,11,11,32,2,1,60,1,1,94
MEGHALAYA,SOUTH WEST GARO HILLS,172495,3349000,822,22429,210,989,151,109,121,115,104,448,14551,88,85,57,57,106,13,491,883,2339,1334,1005,169,50,264,7,32,974,6,166,2122
MEGHALAYA,SOUTH WEST KHASI HILLS,110152,3349000,1341,22429,82,989,151,109,121,115,104,448,14551,5,5,1,1,5,4,67,1,1073,18,1055,12,2,3,16,1,18,1,3,67
MEGHALAYA,WEST GARO HILLS,642923,3349000,3714,22429,173,989,151,109,121,115,104,448,14551,55,30,29,29,31,8,42,210,862,160,702,66,32,54,3,46,561,7,76,1004
MEGHALAYA,WEST JAINTIA HILLS,270352,3349000,1693,22429,160,989,151,109,121,115,104,448,14551,81,57,48,48,74,18,47,317,476,172,304,276,24,170,4,52,963,25,421,1290
MEGHALAYA,WEST KHASI HILLS,385601,3349000,5247,22429,73,989,151,109,121,115,104,448,14551,35,17,19,19,20,14,17,68,165,60,105,93,6,52,1,3,249,1,78,354
MIZORAM,AIZAWL,404054,1238000,3577,21081,113,976,183,199,241,190,262,891,10716,32,26,20,20,36,14,163,356,1070,615,455,94,28,139,17,16,229,3,147,1769
MIZORAM,CHAMPHAI,125370,1238000,3168,21081,39,976,183,199,241,190,262,891,10716,87,63,46,46,58,33,91,219,611,207,404,403,57,183,10,24,734,17,319,1432
MIZORAM,HNAHTHIAL,28468,1238000,,21081,,976,183,199,241,190,262,891,10716,57,20,36,36,38,6,417,596,1513,772,741,124,80,455,15,4,404,3,91,854
MIZORAM,KHAWZAWL,,1238000,,21081,,976,183,199,241,190,262,891,10716,54,31,38,38,62,16,23,170,319,102,217,233,17,116,1,33,603,2,175,770
MIZORAM,KOLASIB,83054,1238000,1386,21081,60,976,183,199,241,190,262,891,10716,34,63,28,28,62,25,65,287,377,127,250,160,13,106,1,31,863,3,242,286
MIZORAM,LAWNGTLAI,117444,1238000,2519,21081,46,976,183,199,241,190,262,891,10716,110,124,85,85,218,35,731,1019,4181,2604,1577,532,92,756,18,48,1071,9,215,2392
MIZORAM,LUNGLEI,154094,1238000,4572,21081,34,976,183,199,241,190,262,891,10716,4,1,2,2,3,7,23,1,362,10,352,5,1,1,1,1,10,1,1,21
MIZORAM,MAMIT,85757,1238000,2967,21081,28,976,183,199,241,190,262,891,10716,163,97,92,92,142,46,258,753,1819,947,872,512,63,293,4,43,886,12,221,1721
MIZORAM,SAIHA,56366,1238000,1414,21081,40,976,183,199,241,190,262,891,10716,40,13,21,21,16,17,42,150,321,71,250,143,19,164,4,8,257,19,40,530
MIZORAM,SAITUAL,,1238000,,21081,,976,183,199,241,190,262,891,10716,10,12,11,11,8,9,35,167,171,36,135,89,24,63,7,9,172,2,38,375
MIZORAM,SERCHHIP,64875,1238000,1424,21081,46,976,183,199,241,190,262,891,10716,47,41,33,33,70,12,34,190,500,187,313,202,19,219,5,23,373,8,64,581
NAGALAND,CHÜMOUKEDIMA,125400,2233000,570,16579,220,931,160,83,77,69,67,297,6425,65,48,43,43,72,51,208,505,1111,396,715,294,38,210,7,35,527,1,166,1078
NAGALAND,DIMAPUR,379769,2233000,926,16579,410,931,160,83,77,69,67,297,6425,8,7,9,9,16,4,12,86,91,18,73,49,12,79,2,11,110,1,11,189
NAGALAND,KIPHIRE,74033,2233000,1255,16579,66,931,160,83,77,69,67,297,6425,18,27,25,25,48,23,98,187,557,335,222,132,6,106,2,5,177,1,53,429
NAGALAND,KOHIMA,270063,2233000,1041,16579,213,931,160,83,77,69,67,297,6425,92,52,67,67,76,15,60,261,846,241,605,365,27,151,4,40,655,3,151,982
NAGALAND,LONGLENG,50593,2233000,885,16579,89,931,160,83,77,69,67,297,6425,110,93,107,107,248,23,757,1199,2435,1239,1196,280,82,867,35,29,1378,4,330,1685
NAGALAND,MOKOKCHUNG,193171,2233000,1615,16579,120,931,160,83,77,69,67,297,6425,146,74,63,63,128,48,389,897,1291,609,682,394,48,528,11,26,913,6,111,987
NAGALAND,MON,259604,2233000,1786,16579,145,931,160,83,77,69,67,297,6425,30,32,40,40,52,7,63,233,656,108,548,82,23,81,1,22,704,1,59,1195
NAGALAND,NIULAND,42287,2233000,483.63,16579,87,931,160,83,77,69,67,297,6425,40,31,31,31,58,4,35,124,303,78,225,124,6,49,1,21,393,6,133,690
NAGALAND,NOKLAK,59300,2233000,1152,16579,51,931,160,83,77,69,67,297,6425,71,71,64,64,130,10,94,342,959,202,757,165,27,101,5,50,1064,18,247,2522
NAGALAND,PEREN,163294,2233000,2300,16579,55,931,160,83,77,69,67,297,6425,10,36,11,11,24,1,1,6,42,28,14,3,3,4,1,5,20,1,4,147
NAGALAND,PHEK,163294,2233000,2026,16579,81,931,160,83,77,69,67,297,6425,7,12,1,1,10,1,1,1,4,1,3,2,1,2,1,4,3,1,1,22
NAGALAND,SHAMATOR,34223,2233000,469,16579,73,931,160,83,77,69,67,297,6425,8,6,1,1,12,1,1,4,19,7,12,2,2,6,1,1,7,1,1,28
NAGALAND,TSEMINYÜ,63629,2233000,256,16579,249,931,160,83,77,69,67,297,6425,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
NAGALAND,TUENSANG,414801,2233000,4228,16579,98,931,160,83,77,69,67,297,6425,10,91,10,10,92,1,1,8,199,176,23,16,12,28,1,14,44,1,11,168
NAGALAND,WOKHA,166239,2233000,1628,16579,120,931,160,83,77,69,67,297,6425,14,149,18,18,144,1,1,17,520,456,64,19,21,49,2,14,122,1,9,408
NAGALAND,ZUNHEBOTO,141014,2233000,1255,16579,112,931,161,83,77,69,67,297,6425,2,19,2,2,44,8,1,3,13,1,13,3,3,5,1,7,4,1,1,51
ODISHA,ANGUL,1271703,46276000,6232,155707,199,979,154,247,278,295,339,1159,518583,11,5,1,1,14,1,1,1,3,1,2,4,1,2,1,3,3,1,1,18
ODISHA,BOUDH,439917,46276000,3098,155707,142,979,154,247,278,295,339,1159,518583,16,73,20,20,88,1,1,8,94,66,28,21,15,30,1,22,80,1,17,225
ODISHA,BHADRAK,1506522,46276000,2505,155707,601,979,154,247,278,295,339,1159,518583,5,18,1,1,19,1,1,7,9,1,8,2,11,8,1,5,2,1,1,19
ODISHA,BALANGIR,1648574,46276000,6575,155707,251,979,154,247,278,295,339,1159,518583,9,11,2,2,18,16,2,7,37,19,18,1,1,4,1,1,1,1,1,46
ODISHA,BARGARH,1478833,46276000,5837,155707,253,979,154,247,278,295,339,1159,518583,7,11,6,6,30,2,1,5,40,27,13,1,2,10,2,3,4,1,1,28
